91	建构主义理论指导下的软件工程案例教学法	胡俐蕊	软件工程	2016-09-05	期刊		17	http://sso.cdclib.org/interlibSSO/goto/6/=06190596Z93/kns55/detail/detail.aspx?recid=&FileName=ZGGC201609017&DbName=CJFDLAST2016&DbCode=CJFQ
92	时代驱动下的高校软件工程专业课课程群建设研究	邵兰洁	科技创新导报	2016-10-12 14:41	期刊		24	http://sso.cdclib.org/interlibSSO/goto/6/=06190596Z93/kns55/detail/detail.aspx?recid=&FileName=ZXDB201618091&DbName=CJFDLAST2016&DbCode=CJFQ
93	“721”人才培养模式下软件工程翻转课堂教学模式初探	邓娜	教育教学论坛	2016-10-19	期刊		16	http://sso.cdclib.org/interlibSSO/goto/6/=06190596Z93/kns55/detail/detail.aspx?recid=&FileName=JYJU201642081&DbName=CJFDLAST2016&DbCode=CJFQ
94	开放大学“导师制”培养模式的探索与思考——以软件工程专业为例	王芳	湖北广播电视大学学报	2016-10-20	期刊		6	http://sso.cdclib.org/interlibSSO/goto/6/=06190596Z93/kns55/detail/detail.aspx?recid=&FileName=HGDB201605002&DbName=CJFDLAST2016&DbCode=CJFQ
95	基于大学生创新训练计划提升软件工程类课程质量的研究	宋玮	现代计算机(专业版)	2016-09-25	期刊		12	http://sso.cdclib.org/interlibSSO/goto/6/=06190596Z93/kns55/detail/detail.aspx?recid=&FileName=XDJS201627005&DbName=CJFDLAST2016&DbCode=CJFQ
96	电子技术与软件工程		电子技术与软件工程	2016-10-01	期刊		2	http://sso.cdclib.org/interlibSSO/goto/6/=06190596Z93/kns55/detail/detail.aspx?recid=&FileName=DZRU201619221&DbName=CJFDLAST2016&DbCode=CJFQ
97	浅析软件工程技术在网络时代背景下的发展	王祥顺	电脑与电信	2016-08-10	期刊		7	http://sso.cdclib.org/interlibSSO/goto/6/=06190596Z93/kns55/detail/detail.aspx?recid=&FileName=GZDN201608037&DbName=CJFDLAST2016&DbCode=CJFQ
98	浅析应用型本科院校软件工程专业人才培养	于启红	软件工程	2016-10-05	期刊		14	http://sso.cdclib.org/interlibSSO/goto/6/=06190596Z93/kns55/detail/detail.aspx?recid=&FileName=ZGGC201610015&DbName=CJFDLAST2016&DbCode=CJFQ
99	软件工程思想在应用型高校毕业设计中的应用研究	龙亚	教育教学论坛	2016-11-02	期刊		4	http://sso.cdclib.org/interlibSSO/goto/6/=06190596Z93/kns55/detail/detail.aspx?recid=&FileName=JYJU201644043&DbName=CJFDLAST2016&DbCode=CJFQ
100	软件工程专业校企合作形式的探索与实践	邓一星	软件	2016-08-15	期刊		6	http://sso.cdclib.org/interlibSSO/goto/6/=06190596Z93/kns55/detail/detail.aspx?recid=&FileName=RJZZ201608012&DbName=CJFDLAST2016&DbCode=CJFQ
101	软件工程专业校企协同育人机制的探索与实践	邓一星	电子测试	2016-10-15	期刊		12	http://sso.cdclib.org/interlibSSO/goto/6/=06190596Z93/kns55/detail/detail.aspx?recid=&FileName=WDZC201620105&DbName=CJFDLAST2016&DbCode=CJFQ
102	软件工程需求与质量保证研究	赵伟	无线互联科技	2016-10-25	期刊		10	http://sso.cdclib.org/interlibSSO/goto/6/=06190596Z93/kns55/detail/detail.aspx?recid=&FileName=WXHK201620023&DbName=CJFDLAST2016&DbCode=CJFQ
